Type;;;Porto Branco;;;Porto Tawny;;;Porto Ruby;;;Porto Rosé;;;Porto Vintage;;;Porto LBV;;;Porto Colheitas;;;Porto com Indicação de Idade;;;Porto Reserva;;;Porto Reserva Tawny;;;Porto Crusted;;;Porto Branco;;;Porto Tawny;;;Porto Ruby;;;Porto Rosé;;;Porto Vintage;;;Porto LBV;;;Porto Colheitas;;;Porto com Indicação de Idade;;;Porto Reserva;;;Porto Reserva Tawny;;;Porto Crusted;;;Porto Branco;;;Porto Tawny;;;Porto Ruby;;;Porto Rosé;;;Porto Vintage;;;Porto LBV;;;Porto Colheitas;;;Porto com Indicação de Idade;;;Porto Reserva;;;Porto Reserva Tawny;;;Porto Crusted;;;Porto Branco;;;Porto Tawny;;;Porto Ruby;;;Porto Rosé;;;Porto Vintage;;;Porto LBV;;;Porto Colheitas;;;Porto com Indicação de Idade;;;Porto Reserva;;;Porto Reserva Tawny;;;Porto Crusted;;;Porto Branco;;;Porto Tawny;;;Porto Ruby;;;Porto Rosé;;;Porto Vintage;;;Porto LBV;;;Porto Colheitas;;;Porto com Indicação de Idade;;;Porto Reserva;;;Porto Reserva Tawny;;;Porto Crusted;;
country;continent;region;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l
Paraguay;South America;South America;1.328;5.976;4,5;12.645;56.233;4,45;14.409;64.928;4,51;---;---;---;113;1.613;14,33;---;---;---;---;---;---;1.863;17.160;9,21;1.350;7.650;5,67;180;1.135;6,31;---;---;---;1.080;4.661;4,32;9.563;40.169;4,2;9.338;39.320;4,21;---;---;---;135;1.935;14,33;45;300;6,67;---;---;---;480;6.943;14,46;---;---;---;2.700;18.180;6,73;---;---;---;495;2.145;4,33;225;978;4,35;2.385;10.341;4,34;---;---;---;---;---;---;---;---;---;---;---;---;180;2.676;14,86;---;---;---;45;309;6,86;---;---;---;1.418;6.595;4,65;10.575;51.771;4,9;14.475;68.088;4,7;---;---;---;135;1.935;14,33;---;---;---;---;---;---;900;17.353;19,28;120;720;6;2.453;16.763;6,84;---;---;---;329;1.546;4,71;5.217;25.302;4,85;10.722;52.447;4,89;---;---;---;189;3.189;16,87;27;260;9,64;---;---;---;572;11.345;19,85;59;384;6,56;2.295;15.696;6,84;---;---;---
Peru;South America;South America;---;---;---;---;---;---;2.250;7.981;3,55;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;675;3.749;5,55;---;---;---;5;22;4,8;---;---;---;2.250;7.759;3,45;---;---;---;20;445;22,82;14;130;9,11;1;5;6,67;15;237;15,81;1.080;6.690;6,19;450;2.499;5,55;---;---;---;---;---;---;---;---;---;900;3.519;3,91;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1.350;5.549;4,11;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;50;360;7,27;549;2.190;3,99;---;---;---;77;3.360;43,92;54;399;7,39;27;1.386;51,33;54;976;18,07;---;---;---;---;---;---;---;---;---
Poland;Europe;Eastern Europe;11.308;41.224;3,65;176.179;530.362;3,01;68.882;253.786;3,68;---;---;---;494;8.095;16,4;2.808;23.158;8,25;54;3.659;67,76;4.575;64.305;14,06;2.594;16.943;6,53;585;4.650;7,95;---;---;---;12.278;71.302;5,81;158.090;459.597;2,91;60.473;246.425;4,07;---;---;---;887;18.009;20,3;2.327;18.647;8,01;298;9.405;31,59;4.956;70.712;14,27;4.595;28.100;6,12;1.625;13.500;8,31;---;---;---;5.265;22.655;4,3;185.284;532.749;2,88;39.880;152.786;3,83;---;---;---;131;2.477;18,87;1.617;14.180;8,77;63;898;14,26;2.776;45.097;16,25;2.710;20.648;7,62;439;3.733;8,51;---;---;---;6.422;28.067;4,37;273.951;783.571;2,86;51.998;201.907;3,88;1.463;4.014;2,74;1.712;18.708;10,93;3.306;26.758;8,09;185;2.688;14,57;6.555;73.506;11,21;3.513;24.703;7,03;806;5.177;6,43;---;---;---;8.154;36.450;4,47;420.890;1.162.242;2,76;59.409;227.688;3,83;8.190;23.834;2,91;446;8.990;20,18;3.587;29.697;8,28;518;8.212;15,85;11.420;134.284;11,76;5.504;34.842;6,33;788;5.356;6,8;---;---;---
Portugal;Europe;Southern Europe;2.801.631;11.519.197;4,11;7.017.681;24.717.503;3,52;1.116.718;4.268.627;3,82;---;---;---;144.750;3.337.844;23,06;274.769;2.393.962;8,71;34.196;822.503;24,05;616.186;8.082.939;13,12;424.679;2.972.051;7;412.054;3.309.785;8,03;689;6.605;9,59;2.627.665;10.751.219;4,09;6.948.480;23.731.869;3,42;1.107.648;4.088.453;3,69;52.384;270.328;5,16;179.922;4.681.076;26,02;321.075;2.657.598;8,28;45.970;1.084.848;23,6;582.012;7.693.917;13,22;400.743;2.550.572;6,36;239.272;1.876.082;7,84;704;7.015;9,96;2.368.039;9.759.161;4,12;5.826.681;19.755.817;3,39;1.169.160;4.188.643;3,58;34.805;183.959;5,29;167.641;3.988.019;23,79;275.834;2.253.300;8,17;34.305;784.311;22,86;498.249;6.409.034;12,86;345.112;2.244.358;6,5;295.962;2.144.507;7,25;620;6.365;10,27;2.514.114;9.963.920;3,96;6.554.827;22.210.062;3,39;1.264.930;4.482.506;3,54;100.963;524.786;5,2;116.628;2.974.073;25,5;302.595;2.393.313;7,91;44.378;1.140.593;25,7;502.507;6.726.027;13,38;381.090;2.372.704;6,23;308.006;2.388.657;7,76;594;5.315;8,95;2.160.078;8.670.240;4,01;5.818.834;19.451.528;3,34;1.065.326;3.829.839;3,59;77.427;466.573;6,03;104.536;2.707.056;25,9;262.958;2.212.486;8,41;44.126;1.189.054;26,95;471.768;6.681.203;14,16;252.111;1.715.581;6,8;402.870;3.167.946;7,86;640;5.827;9,11
Kenya;Africa;Eastern Africa;---;---;---;---;---;---;270;1.815;6,72;---;---;---;---;---;---;729;7.258;9,96;---;---;---;90;1.370;15,22;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;225;2.539;11,28;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;90;618;6,87;---;---;---;90;618;6,87;---;---;---;90;1.800;20;338;3.504;10,38;---;---;---;45;727;16,16;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;473;5.625;11,9;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
United Kingdom;Europe;Northern Europe;131.635;526.413;4;454.356;1.418.205;3,12;3.355.316;11.156.881;3,33;11.880;69.376;5,84;193.528;2.697.151;13,94;1.797.630;10.932.699;6,08;12.554;204.715;16,31;321.976;4.443.339;13,8;3.858.712;17.249.186;4,47;46.644;511.565;10,97;43.796;350.240;8;92.079;368.666;4;459.873;1.412.369;3,07;3.518.381;11.456.524;3,26;107.366;555.371;5,17;126.814;1.702.655;13,43;1.117.277;6.682.432;5,98;18.810;296.188;15,75;243.308;2.935.368;12,06;3.221.984;13.528.507;4,2;24.951;206.030;8,26;30.159;242.564;8,04;86.149;367.457;4,27;394.708;1.207.100;3,06;3.800.159;12.635.699;3,33;44.846;206.028;4,59;192.824;3.138.049;16,27;1.225.750;7.215.651;5,89;8.843;111.090;12,56;260.053;3.006.110;11,56;2.982.770;13.004.741;4,36;18.248;162.575;8,91;29.649;285.961;9,64;86.696;383.874;4,43;355.861;1.104.793;3,1;3.268.433;10.997.969;3,36;67.383;320.088;4,75;181.969;2.910.478;15,99;1.203.698;7.313.960;6,08;10.865;151.636;13,96;279.472;3.566.882;12,76;3.253.990;14.317.073;4,4;25.219;208.336;8,26;76.538;730.082;9,54;99.042;432.858;4,37;371.667;1.145.259;3,08;3.563.789;12.256.247;3,44;49.375;233.281;4,72;167.022;2.862.657;17,14;1.303.624;7.315.235;5,61;12.746;187.120;14,68;315.418;4.060.609;12,87;2.867.345;12.383.165;4,32;18.505;130.510;7,05;60.699;529.343;8,72
Rep. Guinea Bissau;Africa;Western Africa;113;553;4,92;203;1.069;5,28;203;1.050;5,19;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;18;154;8,53;---;---;---;---;---;---;---;---;---;68;314;4,64;68;314;4,64;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;18;157;8,71;---;---;---;---;---;---;---;---;---;270;1.338;4,96;270;1.338;4,96;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;180;947;5,26;225;1.159;5,15;225;1.159;5,15;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;14;240;17,39;---;---;---;---;---;---;9;289;32,11;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Dominican Republic;North America;Caribbean;68;257;3,8;3.789;13.266;3,5;2.214;7.966;3,6;---;---;---;---;---;---;68;467;6,91;---;---;---;1.350;20.614;15,27;---;---;---;113;736;6,54;---;---;---;225;969;4,31;4.158;15.305;3,68;2.088;7.092;3,4;---;---;---;---;---;---;---;---;---;---;---;---;752;14.130;18,8;126;743;5,89;270;1.723;6,38;---;---;---;225;1.236;5,49;3.083;9.848;3,19;3.047;9.347;3,07;---;---;---;113;3.690;32,8;---;---;---;32;970;30,79;68;803;11,9;---;---;---;113;796;7,07;---;---;---;68;338;5,01;3.002;10.656;3,55;1.134;4.197;3,7;---;---;---;---;---;---;---;---;---;---;---;---;279;5.670;20,32;---;---;---;113;747;6,64;---;---;---;180;841;4,67;6.575;26.005;3,96;2.768;10.370;3,75;51;471;9,23;14;383;28,35;45;440;9,78;---;---;---;1.053;17.815;16,92;63;384;6,1;585;3.888;6,65;---;---;---
Czech Republic;Europe;Eastern Europe;25.526;105.896;4,15;145.807;528.312;3,62;141.599;584.261;4,13;---;---;---;861;22.708;26,36;3.374;24.685;7,32;784;24.453;31,2;17.566;302.104;17,2;4.326;35.216;8,14;7.700;61.703;8,01;---;---;---;26.581;108.458;4,08;118.367;426.963;3,61;137.098;563.460;4,11;---;---;---;3.619;58.012;16,03;2.640;19.973;7,56;897;26.947;30,04;18.723;298.002;15,92;4.281;37.088;8,66;6.363;49.740;7,82;---;---;---;19.074;77.529;4,06;115.264;416.938;3,62;118.184;476.584;4,03;1.049;4.752;4,53;538;12.773;23,75;2.232;19.967;8,95;707;13.934;19,7;19.354;247.105;12,77;6.486;62.936;9,7;4.177;31.770;7,61;25;261;10,55;11.604;50.314;4,34;144.024;495.247;3,44;142.910;547.078;3,83;434;3.006;6,93;388;10.976;28,31;2.465;21.444;8,7;692;16.614;24,03;17.658;243.493;13,79;6.876;61.619;8,96;3.523;27.592;7,83;---;---;---;13.068;59.328;4,54;101.715;352.378;3,46;118.716;457.211;3,85;27.637;98.345;3,56;215;5.232;24,39;2.282;19.968;8,75;539;16.077;29,81;14.260;210.283;14,75;3.143;29.114;9,26;2.689;21.942;8,16;45;537;11,93
Romania;Europe;Eastern Europe;8.033;29.668;3,69;7.251;27.533;3,8;4.032;15.390;3,82;---;---;---;122;2.921;24,04;495;3.840;7,76;32;927;29,44;176;2.728;15,54;105;1.010;9,62;---;---;---;---;---;---;3.200;10.906;3,41;9.362;36.515;3,9;6.881;28.008;4,07;---;---;---;18;1.106;61,45;441;3.772;8,55;9;191;21,2;135;1.915;14,19;249;2.034;8,17;---;---;---;---;---;---;2.052;6.870;3,35;4.620;19.088;4,13;2.259;9.691;4,29;---;---;---;---;---;---;567;5.090;8,98;---;---;---;90;1.896;21,07;83;591;7,16;---;---;---;---;---;---;909;3.877;4,27;5.261;20.120;3,82;1.800;7.312;4,06;---;---;---;9;236;26,2;261;2.130;8,16;---;---;---;36;576;16;90;656;7,29;---;---;---;---;---;---;816;3.812;4,67;3.184;14.018;4,4;1.694;7.982;4,71;225;1.170;5,2;171;3.889;22,74;230;2.136;9,31;77;2.614;34,17;275;8.174;29,78;95;821;8,69;25;243;9,92;---;---;---
Russia;Europe;Eastern Europe;18.389;84.056;4,57;26.285;131.418;5;40.475;172.717;4,27;---;---;---;5.598;203.283;36,31;13.616;109.560;8,05;5.008;113.771;22,72;20.033;373.977;18,67;16.376;103.502;6,32;864;6.563;7,6;---;---;---;13.127;54.423;4,15;21.411;98.218;4,59;34.515;139.228;4,03;---;---;---;3.500;101.715;29,07;7.316;57.703;7,89;774;13.156;17;13.277;256.355;19,31;13.847;87.646;6,33;4.226;28.504;6,75;---;---;---;11.009;41.454;3,77;21.231;99.329;4,68;47.286;192.628;4,07;---;---;---;1.292;61.194;47,35;4.456;41.790;9,38;162;6.220;38,4;7.230;163.175;22,57;5.968;39.589;6,63;1.404;10.040;7,15;---;---;---;17.038;72.736;4,27;35.807;161.130;4,5;49.669;207.939;4,19;---;---;---;2.275;62.330;27,4;9.184;79.916;8,7;1.291;21.030;16,29;16.673;305.994;18,35;16.470;112.070;6,8;5.417;41.062;7,58;---;---;---;37.055;152.684;4,12;57.828;245.423;4,24;72.598;307.086;4,23;2;3;1,16;3.941;120.176;30,49;12.222;105.461;8,63;1.862;37.081;19,92;18.179;346.670;19,07;18.008;123.321;6,85;6.563;46.294;7,05;---;---;---
Sao Tome and Principe;Africa;Middle Africa;---;---;---;315;1.320;4,19;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;45;500;11,11;---;---;---;68;542;8,03;---;---;---;---;---;---;675;2.625;3,89;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;45;500;11,11;---;---;---;---;---;---;---;---;---;23;88;3,89;225;875;3,89;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;23;250;11,11;---;---;---;---;---;---;---;---;---;---;---;---;225;875;3,89;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;23;88;3,89;225;875;3,89;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Serbia and Montenegro;Europe;Southern Europe;419;2.180;5,21;293;1.482;5,07;360;1.734;4,82;---;---;---;131;2.372;18,18;158;1.341;8,51;---;---;---;384;7.719;20,1;95;588;6,22;---;---;---;---;---;---;45;374;8,31;86;400;4,67;---;---;---;---;---;---;45;1.998;44,4;99;778;7,86;---;---;---;257;5.741;22,38;---;---;---;---;---;---;---;---;---;---;---;---;630;3.012;4,78;176;889;5,07;---;---;---;---;---;---;315;3.074;9,76;---;---;---;117;1.992;17,02;315;1.971;6,26;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;185;836;4,53;869;4.256;4,9;691;3.602;5,21;234;1.125;4,81;99;2.185;22,07;365;3.139;8,61;300;7.154;23,85;128;3.282;25,59;457;2.917;6,39;97;1.142;11,81;---;---;---
Sierra Leone;Africa;Western Africa;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;360;1.777;4,94;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Singapore;Asia;South-Eastern Asia;596;2.595;4,36;8.726;46.577;5,34;10.040;54.091;5,39;---;---;---;1.011;24.414;24,15;9.998;69.864;6,99;2;1;0,44;11.176;175.356;15,69;26.145;104.697;4;702;9.804;13,97;---;---;---;890;4.058;4,56;9.377;52.085;5,55;13.206;73.452;5,56;---;---;---;491;9.270;18,9;11.432;80.166;7,01;57;777;13,63;8.411;127.237;15,13;13.182;54.704;4,15;780;11.159;14,31;---;---;---;897;4.886;5,45;5.567;29.200;5,24;5.702;30.919;5,42;---;---;---;297;6.843;23,04;14.213;91.287;6,42;77;1.120;14,64;6.115;92.153;15,07;35.268;156.249;4,43;675;10.016;14,84;---;---;---;383;2.605;6,81;5.876;30.463;5,18;8.658;47.996;5,54;---;---;---;536;12.335;23,03;14.206;88.800;6,25;---;---;---;10.284;149.490;14,54;36.036;164.891;4,58;648;8.996;13,88;---;---;---;28;196;7;14.256;87.945;6,17;12.224;70.517;5,77;32;113;3,59;797;18.710;23,49;19.122;112.236;5,87;333;24.631;74,02;11.569;171.508;14,83;44.573;279.047;6,26;1.134;13.929;12,28;---;---;---
Sri Lanka;Asia;Southern Asia;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;158;798;5,07;158;798;5,07;135;873;6,47;---;---;---;23;192;8,51;---;---;---;---;---;---;90;502;5,58;---;---;---;---;---;---
Sweden;Europe;Northern Europe;26.501;112.923;4,26;239;968;4,06;212.198;873.259;4,12;---;---;---;9.379;192.366;20,51;37.397;268.084;7,17;890;27.523;30,94;11.324;139.076;12,28;45.678;214.786;4,7;40.280;295.375;7,33;---;---;---;25.423;106.012;4,17;27;91;3,38;171.926;733.190;4,26;---;---;---;13.461;219.648;16,32;36.329;257.937;7,1;531;25.414;47,86;12.164;144.464;11,88;29.425;138.527;4,71;38.507;289.501;7,52;---;---;---;27.095;100.442;3,71;48;189;3,91;187.434;811.731;4,33;150;1.350;9;5.835;130.387;22,35;39.581;270.723;6,84;1.306;50.539;38,7;13.587;133.554;9,83;37.110;166.845;4,5;35.121;265.210;7,55;---;---;---;25.245;105.544;4,18;3.296;12.946;3,93;207.835;901.268;4,34;6.224;23.972;3,85;4.767;102.637;21,53;32.681;235.466;7,21;209;5.307;25,36;12.318;148.683;12,07;32.609;164.728;5,05;39.384;284.161;7,22;---;---;---;19.967;87.845;4,4;2.097;8.698;4,15;193.106;816.638;4,23;---;---;---;6.124;129.409;21,13;25.650;185.463;7,23;1.232;41.259;33,5;13.787;146.742;10,64;30.858;156.412;5,07;39.987;301.735;7,55;---;---;---
Swaziland;Africa;Southern Africa;450;2.131;4,74;5.535;26.435;4,78;1.530;7.909;5,17;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;270;2.411;8,93;---;---;---;---;---;---;3.218;14.107;4,38;113;533;4,74;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;2.250;11.131;4,95;225;1.156;5,14;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;225;1.958;8,7;---;---;---;45;186;4,13;1.620;6.936;4,28;1.305;6.174;4,73;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;180;1.566;8,7;---;---;---;45;186;4,13;---;---;---;405;1.674;4,13;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Switzerland;Europe;Western Europe;98.370;377.195;3,83;612.730;2.606.047;4,25;10.490;54.351;5,18;---;---;---;10.769;304.089;28,24;12.382;109.095;8,81;3.786;86.578;22,87;33.911;645.700;19,04;16.163;124.685;7,71;3.045;22.835;7,5;---;---;---;94.375;381.161;4,04;590.601;2.421.520;4,1;15.036;67.348;4,48;3.960;22.000;5,56;12.084;266.618;22,06;16.565;144.820;8,74;2.949;76.015;25,78;34.447;669.862;19,45;14.807;110.159;7,44;3.511;26.875;7,65;---;---;---;88.550;341.052;3,85;442.119;1.709.174;3,87;31.801;160.433;5,04;720;4.000;5,56;14.285;399.968;28;11.301;99.982;8,85;2.024;39.740;19,63;32.804;612.840;18,68;10.736;83.154;7,75;5.742;48.932;8,52;---;---;---;80.003;315.344;3,94;474.654;1.853.863;3,91;20.537;100.078;4,87;6.962;38.758;5,57;6.907;180.784;26,17;15.414;136.414;8,85;930;25.320;27,23;40.732;723.553;17,76;13.918;111.030;7,98;4.482;48.879;10,91;---;---;---;101.649;393.779;3,87;450.430;1.774.131;3,94;29.479;148.675;5,04;2.273;12.052;5,3;9.407;315.062;33,49;13.700;129.217;9,43;2.779;86.675;31,19;37.934;783.188;20,65;11.298;93.748;8,3;8.541;65.321;7,65;1;0;---
Thailand;Asia;South-Eastern Asia;90;523;5,81;2.376;13.108;5,52;2.709;14.093;5,2;---;---;---;---;---;---;225;1.540;6,84;---;---;---;18;490;27,23;---;---;---;90;910;10,11;---;---;---;180;927;5,15;2.655;14.354;5,41;2.412;13.236;5,49;---;---;---;36;559;15,52;---;---;---;---;---;---;222;4.499;20,27;---;---;---;---;---;---;---;---;---;153;924;6,04;2.403;12.898;5,37;3.177;18.140;5,71;---;---;---;108;2.281;21,12;95;1.008;10,67;---;---;---;167;3.146;18,89;---;---;---;---;---;---;---;---;---;405;1.997;4,93;2.475;13.023;5,26;1.125;6.019;5,35;---;---;---;23;630;28;45;480;10,67;23;396;17,6;68;2.700;40;45;330;7,33;45;360;8;---;---;---;180;715;3,97;3.240;17.285;5,33;4.077;22.036;5,4;---;---;---;18;396;22;243;2.332;9,6;---;---;---;117;1.490;12,74;---;---;---;---;---;---;---;---;---
Taiwan;Asia;Eastern Asia;---;---;---;450;1.530;3,4;6.102;28.091;4,6;---;---;---;630;14.305;22,71;1.526;12.180;7,98;270;4.781;17,71;738;16.298;22,08;900;5.378;5,98;---;---;---;---;---;---;18;71;3,93;54;212;3,93;6.827;35.689;5,23;---;---;---;198;8.786;44,37;2.426;20.312;8,37;---;---;---;2.142;31.839;14,86;270;1.527;5,66;---;---;---;---;---;---;---;---;---;720;2.524;3,51;8.096;39.953;4,94;---;---;---;182;3.974;21,9;1.335;11.025;8,26;135;2.584;19,14;2.731;38.240;14;518;3.330;6,44;---;---;---;---;---;---;180;534;2,97;1.193;3.974;3,33;7.394;36.599;4,95;---;---;---;657;12.351;18,8;3.452;32.266;9,35;345;16.387;47,5;2.797;37.869;13,54;266;2.228;8,39;---;---;---;---;---;---;135;543;4,02;788;2.959;3,76;8.531;43.561;5,11;---;---;---;392;8.930;22,81;2.831;26.044;9,2;146;10.370;71,27;3.350;45.333;13,53;486;3.333;6,86;23;160;7,11;---;---;---
East Timor;Asia;South-Eastern Asia;---;---;---;675;2.893;4,29;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1.058;5.005;4,73;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;90;3.015;33,49;---;---;---;293;2.712;9,27;---;---;---;45;201;4,46;1.193;5.592;4,69;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;45;1.485;32,99;---;---;---;158;1.443;9,16;---;---;---;495;2.489;5,03;2.048;9.891;4,83;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;428;14.034;32,83;---;---;---;788;7.182;9,12;---;---;---;270;1.413;5,23;968;4.732;4,89;---;---;---;270;1.337;4,95;---;---;---;---;---;---;---;---;---;203;3.922;19,37;---;---;---;---;---;---;---;---;---
Trinidad and Tobago;North America;Caribbean;315;1.318;4,19;3.348;13.164;3,93;1.341;5.519;4,12;---;---;---;54;1.147;21,24;360;2.362;6,56;---;---;---;384;4.703;12,25;5.508;22.978;4,17;---;---;---;---;---;---;563;2.306;4,1;1.328;5.385;4,06;3.038;11.493;3,78;---;---;---;68;1.836;27,2;378;2.890;7,64;---;---;---;480;5.558;11,58;1.328;7.375;5,56;---;---;---;---;---;---;540;2.084;3,86;3.528;14.593;4,14;4.131;16.232;3,93;---;---;---;18;432;24;135;813;6,02;---;---;---;558;6.670;11,95;6.435;29.182;4,53;---;---;---;---;---;---;504;2.080;4,13;2.259;9.499;4,2;2.889;11.894;4,12;---;---;---;27;594;22;189;1.039;5,5;---;---;---;18;315;17,5;4.086;19.362;4,74;---;---;---;---;---;---;504;2.079;4,13;5.418;36.015;6,65;4.572;19.037;4,16;---;---;---;45;1.206;26,8;315;1.733;5,5;---;---;---;309;3.263;10,56;10.362;70.429;6,8;---;---;---;---;---;---
Turkey;Asia;Western Asia;---;---;---;---;---;---;450;2.341;5,2;---;---;---;---;---;---;1.701;9.133;5,37;---;---;---;---;---;---;1.080;7.291;6,75;---;---;---;---;---;---;---;---;---;---;---;---;450;2.423;5,38;---;---;---;---;---;---;1.580;7.721;4,89;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;855;2.365;2,77;855;2.365;2,77;---;---;---;---;---;---;1.607;7.611;4,74;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;446;1.251;2,81;428;1.248;2,92;1.130;4.946;4,38;---;---;---;---;---;---;3.375;18.298;5,42;108;2.734;25,32;323;6.205;19,24;185;1.213;6,58;---;---;---;---;---;---;---;---;---;---;---;---;864;4.335;5,02;---;---;---;---;---;---;2.174;10.731;4,94;---;---;---;32;1.107;35,14;360;2.795;7,76;---;---;---;---;---;---
Ukraine;Europe;Eastern Europe;77;438;5,73;2.129;11.384;5,35;---;---;---;---;---;---;450;9.515;21,14;257;2.123;8,28;---;---;---;1.224;25.115;20,52;473;3.527;7,46;---;---;---;---;---;---;149;941;6,33;234;1.412;6,03;---;---;---;---;---;---;572;17.065;29,86;486;4.426;9,11;---;---;---;1.044;23.464;22,47;464;3.308;7,14;180;1.176;6,53;---;---;---;554;3.115;5,63;383;1.753;4,58;500;2.205;4,41;---;---;---;333;12.951;38,89;585;5.401;9,23;---;---;---;774;21.686;28,02;887;5.797;6,54;---;---;---;---;---;---;492;2.710;5,5;786;3.471;4,41;981;4.349;4,43;---;---;---;57;3.274;57,43;908;8.487;9,35;---;---;---;854;20.577;24,1;1.953;12.323;6,31;---;---;---;---;---;---;1.472;8.102;5,51;1.125;5.273;4,69;3.056;14.839;4,86;---;---;---;554;17.797;32,15;1.962;16.796;8,56;338;7.306;21,65;2.144;70.148;32,73;2.525;16.211;6,42;---;---;---;---;---;---
